순번,행정구역(구),행정구역(동),행정구역(리),지번,교차로,신호등존재유무,가로길이,세로길이,면적,경도,위도
2228,사상구,모라동,,434-4,동백유치원,유,8,16,123,128.9917663,35.18555694
2229,사상구,엄궁동,,689,엄궁동 한신2차아파트앞,유,8,13,109,128.9706378,35.12422491
2230,사상구,엄궁동,,138-2,동궁초교입구,유,4,9,34,128.9733838,35.12312853
2231,사상구,삼락동,,Mar-70,,유,9,25,222,128.9842877,35.19407420
2232,사상구,엄궁동,,35-14,엄궁초교후문앞,유,4,10,46,128.9743448,35.12976895
2233,사상구,주례동,,154-3,동서대사거리(뉴동서정비),유,6,9,57,129.0114828,35.14964868
2234,사상구,삼락동,,419-8,동양한신아파트,유,7,11,70,128.9781959,35.16951022
2235,사상구,삼락동,,361-13,삼락초교,유,7,18,116,128.9794997,35.18248942
2236,사상구,모라동,,551-4,모산초교,유,6,10,63,128.9958956,35.18429944
2237,사상구,모라동,,550-3,모산초교,유,11,11,112,128.9957733,35.18441208
2238,사상구,모라동,,551-4,모산초교,유,7,10,67,128.9959923,35.18446208
2239,사상구,모라동,,75,모동초교,유,11,7,58,129.0016362,35.18462713
2240,사상구,모라동,,Sep-72,모라제일교회,유,13,9,106,128.9858383,35.19308638
2241,사상구,학장동,,246-25,성진화학,유,6,15,91,128.9850870,35.14757367
2242,북구,구포동,,1133-1,,유,7,19,122,128.9938566,35.19501489
2243,사상구,감전동,,136-39,북부산세무서 신청사 앞,유,8,19,156,128.9906780,35.15467836
2244,사상구,주례동,,970,신화빌라,유,7,21,159,128.9968722,35.15425852
2245,사상구,덕포동,,740-1,덕포지하차도,유,8,19,153,128.9881855,35.17167879
2246,사상구,덕포동,,359-5,덕포지하차도,유,6,12,73,128.9884722,35.17344593
2247,사상구,덕포동,,356-11,덕포지하차도,유,9,19,173,128.9882312,35.17364353
2248,사상구,엄궁동,,726,엄궁제일유치원 주변,유,5,8,27,128.9758435,35.12491566
2249,사상구,엄궁동,,726,엄궁제일유치원 주변,유,5,8,41,128.9765458,35.12553406
2250,사상구,주례동,,07월 01일,신주례LG아파트,유,8,36,212,129.0143614,35.15329787
2251,사상구,감전동,,503-18,감전동 E마트,유,7,23,153,128.9699958,35.14228920
2252,사상구,감전동,,174,청도슈퍼,유,7,13,90,128.9826494,35.15349245
2253,사상구,감전동,,174,청도슈퍼,유,6,13,78,128.9829421,35.15463611
2254,사상구,학장동,,730-4,(주)금양,유,6,15,92,128.9756138,35.14265928
2255,사상구,감전동,,953-26,(주)부산산업,유,6,16,101,128.9732643,35.14352546
2256,사상구,모라동,,1285,신모라사거리,유,8,22,150,128.9910229,35.18588472
2257,사상구,덕포동,,406-1,덕포초교,유,6,12,77,128.9860041,35.17343490
2258,사상구,덕포동,,402-7,사상경찰서,유,6,15,87,128.9793816,35.17423753
2259,사상구,덕포동,,402-7,사상경찰서,유,6,14,85,128.9798652,35.17421718
2260,사상구,괘법동,,570-4,괘법교,유,8,23,184,128.9769954,35.16315159
2261,사상구,괘법동,,570-4,콘티코(터미널주유소직결),유,8,24,197,128.9784517,35.16295322
2262,사상구,괘법동,,572-1,콘티코(터미널주유소직결),유,20,16,232,128.9808655,35.16259455
2263,사상구,괘법동,,572-1,세화의원,유,7,13,91,128.9839104,35.15898924
2264,사상구,괘법동,,122-30,감전교회,유,7,13,91,128.9836663,35.15756016
2265,사상구,괘법동,,122-30,감전교회,유,7,13,93,128.9837361,35.15790391
2266,사상구,엄궁동,,618-22,엄궁동사무소,유,8,23,188,128.9705473,35.12926169
2267,사상구,감전동,,156-5,사상구청,유,8,22,183,128.9900709,35.15229747
2268,사상구,감전동,,174,신감전삼거리,유,7,22,153,128.9689546,35.14515859
2269,사상구,괘법동,,95,괘법동산업교앞,유,9,27,230,128.9742683,35.15794727
2270,사상구,주례동,,692-26,주례1동굴다리,유,7,13,86,128.9961366,35.15211215
2271,사상구,괘법동,,525-63,대원웨딩,유,7,13,88,128.9826892,35.16617330
2272,사상구,덕포동,,417-25,동부주유소,유,6,14,85,128.9816632,35.17411797
2273,사상구,모라동,,75-16,모라주공2단지,유,7,26,168,128.9943648,35.18583321
2274,사상구,모라동,,75-16,모라주공2단지,유,6,41,249,128.9946466,35.18606854
2275,사상구,감전동,,253-4,현길빌라,유,8,21,179,128.9929020,35.15829623
2276,사상구,엄궁동,,651-9,농산물도매시장3거리,유,8,21,169,128.9645802,35.12747753
2277,사상구,엄궁동,,651-11,농산물도매시장3거리,유,9,24,207,128.9636197,35.12770039
2278,사상구,엄궁동,,651-11,농산물도매시장3거리,유,11,33,345,128.9632614,35.12756569
2279,사상구,학장동,,628-14,동신목재,유,7,17,109,128.9745890,35.13629359
2280,사상구,학장동,,793-8,LG전자,유,6,16,102,128.9773555,35.13935583
2281,사상구,학장동,,772,감전소방PB,유,9,39,359,128.9769999,35.15161787
2282,사상구,감전동,,1265-4,주감여중,유,9,22,188,128.9952443,35.15554413
2283,북구,구포동,,1127-2,삼진섬유,유,6,13,82,128.9901691,35.19372172
2284,사상구,모라동,,261-3,평화가스삼거리,유,7,14,90,128.9894899,35.19145878
2285,사상구,모라동,,653-30,모라초등학교,유,6,16,104,128.9879580,35.18825077
2286,사상구,모라동,,653-6,모라초등학교,유,7,27,153,128.9881466,35.18865799
2287,사상구,모라동,,1310-2,모라주유소,유,6,13,84,128.9868126,35.18537786
2288,사상구,모라동,,728-30,모라변전소,유,6,18,114,128.9857282,35.18092139
2289,사상구,모라동,,723-6,모라변전소,유,6,13,82,128.9858433,35.18140221
2290,사상구,덕포동,,368-16,북부면허시험장,유,7,13,87,128.9848952,35.17750286
2291,사상구,덕포동,,416-7,덕포로타리,유,7,19,107,128.9838873,35.17398546
2292,사상구,덕포동,,416-7,덕포로타리,유,6,17,103,128.9839970,35.17383523
2293,사상구,덕포동,,416-7,덕포로타리,유,6,16,88,128.9841808,35.17395134
2294,사상구,덕포동,,431,덕포로타리,유,6,17,96,128.9840555,35.17409415
2295,사상구,덕포동,,426-44,오약국,유,6,14,89,128.9824309,35.16944982
2296,사상구,덕포동,,428-7,오약국,유,6,13,79,128.9821743,35.16855989
2297,사상구,덕포동,,749-2,오약국,유,7,13,83,128.9833427,35.17218787
2298,사상구,덕포동,,749-2,오약국,유,6,12,77,128.9830579,35.17146769
2299,사상구,덕포동,,749-2,오약국,유,6,13,82,128.9827559,35.17055092
2300,사상구,덕포동,,429-5,사상초교,유,7,14,101,128.9820511,35.16791316
2301,사상구,덕포동,,692-1,사상초교,유,7,14,88,128.9821915,35.16719824
2302,사상구,괘법동,,525-5,현대약국,유,6,13,85,128.9833309,35.16490630
2303,사상구,괘법동,,526-55,현대약국,유,7,20,135,128.9838249,35.16386448
2304,사상구,괘법동,,572-1,서부시외버스터미널,유,7,18,122,128.9845301,35.16252996
2305,사상구,괘법동,,572-1,서부시외버스터미널,유,9,22,162,128.9842289,35.16217923
2306,사상구,괘법동,,572-1,서부시외버스터미널,유,9,24,176,128.9841181,35.16194517
2307,사상구,괘법동,,572-1,서부시외버스터미널,유,7,14,91,128.9843336,35.16172597
2308,사상구,괘법동,,572-1,서부시외버스터미널,유,7,14,97,128.9852662,35.16159705
2309,사상구,괘법동,,547-4,서부시외버스터미널,유,42,38,531,128.9849766,35.16215465
2310,사상구,괘법동,,551-29,괘법초교(한울볼링센터),유,6,13,86,128.9867224,35.16007038
2311,사상구,괘법동,,572-1,괘법초교(한울볼링센터),유,8,14,116,128.9875507,35.15921706
2312,사상구,감전동,,113-21,부산상호신용금고,유,6,13,84,128.9892049,35.15751132
2313,사상구,감전동,,228-2,북부산세무서,유,7,14,93,128.9905186,35.15616590
2314,사상구,감전동,,136-30,호성사,유,6,13,86,128.9928650,35.15439548
2315,사상구,감전동,,685-9,호성사,유,6,13,79,128.9937947,35.15374191
2316,사상구,주례동,,824-8,주례1동사무소,유,6,14,86,128.9979528,35.15126412
2317,사상구,엄궁동,,141-14,엄궁아파트단지,유,8,26,214,128.9665514,35.12462397
2318,사상구,학장동,,522-1,학장벽산아파트,유,9,29,265,128.9889083,35.14114644
2319,사상구,삼락동,,121-2,(주)대정,유,9,26,222,128.9778053,35.18693056
2320,사상구,모라동,,1337-4,성금당(성일교회),유,9,19,159,128.9926782,35.19271073
2321,사상구,모라동,,449,모라우성APT,유,9,18,162,128.9907852,35.18712182
2322,사상구,모라동,,1354-7,모라우성APT,유,9,19,160,128.9910164,35.18847868
2323,사상구,모라동,,633-1,자유아파트,유,4,11,32,128.9887846,35.18245236
2324,사상구,모라동,,740-1,자유아파트,유,9,19,159,128.9885328,35.18185610
2325,사상구,모라동,,633-1,자유아파트,유,8,25,200,128.9885760,35.18234883
2326,사상구,덕포동,,740-1,북부노동청,유,9,19,160,128.9885305,35.17879183
2327,사상구,덕포동,,740-1,삼덕교회,유,9,19,163,128.9884760,35.17659109
2328,사상구,덕포동,,787-4,신라대입구,유,9,20,172,128.9884694,35.16984082
2329,사상구,괘법동,,223-4,능인사,유,7,22,145,128.9889236,35.16646966
2330,사상구,주례동,,331,주감초교,유,6,22,135,129.0037141,35.15269275
2331,사상구,주례동,,1253,보훈병원,유,8,27,206,129.0052764,35.15247830
2332,부산진구,개금동,,447-3,개금LG아파트,유,8,24,199,129.0164394,35.15391818
2333,부산진구,개금동,,461-6,개금LG아파트,유,9,25,216,129.0185394,35.15447816
2334,사상구,삼락동,,Nov-52,옥림탕,유,9,26,231,128.9857391,35.19521606
2335,사상구,삼락동,,Jun-72,선진사료,유,6,28,169,128.9829865,35.19301798
2336,사상구,삼락동,,Apr-78,(주)서우,유,9,25,238,128.9804593,35.19040425
2337,사상구,삼락동,,361-14,서부주유소,유,9,25,228,128.9762950,35.18332115
2338,사상구,삼락동,,395-15,경일주유소,유,9,25,235,128.9763215,35.17713330
2339,사상구,삼락동,,409-3,사상서,유,9,25,220,128.9765915,35.17461055
2340,사상구,삼락동,,402-2,사상서,유,8,33,190,128.9768062,35.17439518
2341,사상구,삼락동,,517-10,국제상사후문(괘법한신아파트),유,8,25,206,128.9767495,35.16828310
2342,사상구,삼락동,,416-28,국제상사후문(괘법한신아파트),유,8,29,235,128.9768268,35.16971690
2343,사상구,삼락동,,572-17,서부터미널,유,12,26,302,128.9759485,35.16355017
2344,사상구,삼락동,,574-2,서부터미널,유,4,11,44,128.9757289,35.16358881
2345,사상구,감전동,,174,감전IC(북),유,7,27,180,128.9730206,35.15386180
2346,사상구,감전동,,174,감전IC(남),유,9,27,256,128.9720922,35.15112738
2347,사상구,감전동,,174,신일전기,유,6,27,165,128.9711662,35.14866817
2348,사상구,감전동,,173-3,감전로타리,유,9,23,209,128.9695796,35.14450074
2349,사상구,감전동,,173-3,감전로타리,유,14,23,205,128.9697717,35.14474372
2350,사상구,감전동,,173-3,감전로타리,유,6,29,177,128.9697194,35.14540694
2351,사상구,감전동,,502-1,부산위생,유,9,27,227,128.9702187,35.14120449
2352,사상구,감전동,,507-13,부산위생,유,7,23,153,128.9705187,35.13947525
2353,사상구,감전동,,507-8,엄궁정비,유,9,24,203,128.9709220,35.13734316
2354,사상구,학장동,,576-1,엄궁대교,유,10,23,225,128.9715875,35.13379918
2355,사상구,엄궁동,,571-4,엄궁삼거리,유,8,22,186,128.9718782,35.13092164
2356,사상구,엄궁동,,571-4,엄궁삼거리,유,6,21,125,128.9720297,35.13133993
2357,사상구,엄궁동,,690,농수산물도매시장,유,11,22,237,128.9684355,35.12660324
2358,사상구,엄궁동,,690,농수산물도매시장,유,9,13,112,128.9684451,35.12689853
2359,사상구,엄궁동,,690,농수산물도매시장,유,12,29,276,128.9684906,35.12642281
2360,사상구,학장동,,772,새벽시장입구,유,8,37,293,128.9818368,35.15078580
2361,사상구,학장동,,772,새벽시장입구,유,6,14,90,128.9820000,35.15095731
2362,사상구,학장동,,772,새벽시장입구,유,8,37,290,128.9820769,35.15073660
2363,사상구,감전동,,174,새벽시장입구,유,6,13,81,128.9823360,35.15226709
2364,사상구,주례동,,1262,주례탕,유,7,19,130,128.9995541,35.14852052
2365,사상구,주례동,,1262,주례탕,유,7,23,140,128.9998011,35.14837442
2366,사상구,주례동,,1262,주례탕,유,6,16,98,128.9998827,35.14851528
2367,사상구,학장동,,793-8,민창철강,유,8,16,131,128.9792368,35.14132611
2368,사상구,학장동,,793-8,민창철강,유,7,17,117,128.9791443,35.14105231
2369,사상구,학장동,,589,민창철강,유,7,16,109,128.9798598,35.14131579
2370,사상구,학장동,,589,민창철강,유,11,25,143,128.9796413,35.14144594
2371,사상구,학장동,,237-37,학장교,유,8,21,170,128.9836585,35.14225709
2372,사상구,학장동,,237-48,학장교,유,6,11,68,128.9838179,35.14214528
2373,사상구,학장동,,237-49,학장교,유,7,23,133,128.9839518,35.14231701
2374,사상구,학장동,,831-3,동양아파트,유,6,17,103,128.9929341,35.14569478
2375,사상구,학장동,,1190-2,구치소입구,유,6,15,95,128.9944413,35.14635636
2376,사상구,학장동,,276-28,학장송월타올,유,7,28,185,128.9887379,35.14692326
2377,사상구,학장동,,468-3,세원로타리,유,16,38,279,128.9873613,35.14314090
2378,사상구,학장동,,312-1,세원로타리,유,7,23,144,128.9883443,35.14363443
2379,사상구,학장동,,258-24,학감로타리,유,10,40,406,128.9855568,35.15014653
2380,사상구,학장동,,258-24,학감로타리,유,9,40,350,128.9858621,35.15009278
2381,사상구,학장동,,273-13,학장로타리,유,6,35,186,128.9892429,35.14954705
2382,사상구,학장동,,273-13,학장로타리,유,6,26,157,128.9893696,35.14934530
2383,사상구,학장동,,174,학장로타리,유,5,34,171,128.9895794,35.14953002
2384,사상구,학장동,,174,학장로타리,유,8,24,192,128.9894514,35.14972886
2385,사상구,학장동,,692-7,학장동신공업사,유,4,44,183,128.9958265,35.14990245
2386,사상구,주례동,,1257-3,주례로타리,유,6,13,81,128.9995437,35.15055998
2387,사상구,주례동,,1257-3,주례로타리,유,6,18,101,129.0001172,35.15003434
2388,사상구,주례동,,1257-3,주례로타리,유,8,31,259,129.0002568,35.15025436
2389,사상구,주례동,,1257-3,주례로타리,유,9,21,156,129.0002471,35.15053662
2390,수영구,광안동,,713-32,광안바다파출소,유,8,13,141,129.1196982,35.15436920
2391,수영구,수영동,,436-1,협성르네상스타워,유,4,6,23,129.1208421,35.17022772
2392,수영구,망미동,,806-40,수미초교,유,5,6,30,129.1033122,35.17002355
2393,수영구,수영동,,431-16,협성르네상스아파트 앞,유,4,6,23,129.1205822,35.17147207
2394,수영구,수영동,,497-27,협성르네상스아파트 앞,유,4,8,30,129.1204160,35.17154250
2395,수영구,광안동,,192-3,해변로타리,유,10,14,93,129.1174109,35.15404253
2396,수영구,민락동,,14-20,용화여객,유,8,14,114,129.1270304,35.15974781
2397,수영구,민락동,,316-5,용화여객,유,6,15,90,129.1257158,35.15934103
2398,수영구,민락동,,97,수영2호교(민락),유,8,13,107,129.1294319,35.16015088
2399,수영구,남천동,,148-8,삼익유수풀장,유,6,16,103,129.1147807,35.13930118
2400,수영구,광안동,,179-28,광안바다파출소,유,6,8,181,129.1192335,35.15408229
2401,수영구,광안동,,179-29,광안바다파출소,유,8,16,91,129.1193221,35.15437886
2402,수영구,광안동,,150-17,동방사거리,유,6,11,72,129.1201443,35.16096668
2403,수영구,남천동,,,,유,0,0,0,129.1124904,35.13715062
2404,수영구,광안동,,149-1,동방사거리,유,7,15,93,129.1202146,35.16108663
2405,수영구,광안동,,158-58,광안초교,유,6,14,84,129.1172209,35.15521449
2406,수영구,수영동,,431-16,협성르네상스아파트 앞,유,4,10,42,129.1206169,35.17174313
2407,수영구,수영동,,436-1,수영현대아파트 102동 앞,유,6,11,60,129.1226768,35.16950618
2408,수영구,광안동,,149-1,동방사거리,유,6,15,92,129.1198613,35.16109316
2409,수영구,광안동,,184-29,해변로타리,유,8,14,115,129.1179965,35.15481197
2410,수영구,광안동,,150-27,동방사거리,유,6,10,58,129.1200331,35.16128169
2411,수영구,민락동,,220-1,민락타운,유,10,14,143,129.1236780,35.15576809
2412,수영구,민락동,,181-177,민락타운,유,8,22,172,129.1242300,35.15591372
2413,연제구,연산동,,2220,고려제강 연수원,유,6,8,51,129.1130298,35.17779309
2414,수영구,수영동,,266-6,망미초교,유,6,10,64,129.1147554,35.17367691
2415,수영구,수영동,,394-11,망미초교,유,6,10,61,129.1136394,35.17388376
2416,수영구,남천동,,07월 08일,수영구청,유,4,7,22,129.1110439,35.14592776
2417,수영구,민락동,,181-76,민락수협,유,8,15,123,129.1256530,35.15640569
2418,수영구,민락동,,181-76,민락수협,유,6,10,61,129.1258185,35.15634923
2419,수영구,민락동,,181-76,민락수협,유,4,11,43,129.1257512,35.15656437
2420,수영구,민락동,,181-76,민락수협,유,6,15,88,129.1258951,35.15654134
2421,수영구,광안동,,185-7,해변로타리,유,8,13,120,129.1182077,35.15508938
2422,수영구,광안동,,166-13,동방오거리,유,8,15,120,129.1208643,35.15855872
2423,수영구,남천동,,148-8,삼익유수풀장,유,6,15,89,129.1149662,35.13965158
